:START_ID,role,detail,:END_ID,:TYPE
7560,items,"Congenital diverticulum of duodenum",11742,EXCLUSIONS
7565,items,"Inflammation of duodenum",en1336,INCLUSIONS
7565,items,"Crohn disease",8150,EXCLUSIONS
7575,items,"Inflammation of the duodenal mucosa due to alcohol use",en1337,INCLUSIONS
7577,items,"Toxic duodenitis",en1338,INCLUSIONS
7588,items,"Duodenal varices with bleeding",en1339,INCLUSIONS
7593,items,"Gastric heterotopia of duodenum",11742,EXCLUSIONS
7593,items,"adenoma or adenomatous polyp of the duodenum",2171,EXCLUSIONS
7599,items,"Mucosal defect of the stomach",en1340,INCLUSIONS
7599,items,"Ulcer scar of the stomach",en1341,INCLUSIONS
7599,items,"Peptic ulcer of stomach",en1342,INCLUSIONS
7599,items,"acute haemorrhagic erosive gastritis",7527,EXCLUSIONS
7599,items,"Malignant neoplasms of stomach",1483,EXCLUSIONS
7601,items,"Helicobacter pylori associated and drug-induced gastric ulcer",7602,EXCLUSIONS
7603,items,"Intensive care related gastric ulcer",en1343,INCLUSIONS
7606,items,"Thermal gastric ulcer",en1344,INCLUSIONS
7609,items,"Toxic gastric ulcer",en1345,INCLUSIONS
7609,items,"Helicobacter pylori associated and drug-induced gastric ulcer",7602,EXCLUSIONS
7617,items,"Primary ulcer of small intestine",7673,EXCLUSIONS
7624,items,"Anastomotic ulcer",7617,EXCLUSIONS
7630,items,"Thermal duodenal ulcer",en1346,INCLUSIONS
7631,items,"Toxic duodenal ulcer",en1347,INCLUSIONS
7636,items,"Parasitic duodenal ulcer",892,CODED_ELSEWHERE
7637,items,"Helicobacter-pylori associated duodenal ulcer",7626,EXCLUSIONS
7645,items,"Ileostomy malfunction",8214,EXCLUSIONS
7645,items,"Diseases of duodenum",en1348,EXCLUSIONS
7645,items,"Neoplasms of the small intestine",en1349,CODED_ELSEWHERE
7645,items,"Foreign body in small intestine",15671,CODED_ELSEWHERE
7645,items,"Structural developmental anomalies of small intestine",11743,CODED_ELSEWHERE
7646,items,"Maltase-glucoamylase deficiency",3394,CODED_ELSEWHERE
7646,items,"Congenital sucrase-isomaltase deficiency",3395,CODED_ELSEWHERE
7646,items,"Alpha, alpha trehalase deficiency",3396,CODED_ELSEWHERE
7646,items,"Congenital lactase deficiency",3404,CODED_ELSEWHERE
7647,items,"Phenotypic diarrhoea",en1350,INCLUSIONS
7648,items,"Glucose-galactose malabsorption",3393,CODED_ELSEWHERE
7648,items,"Fructose malabsorption",3398,CODED_ELSEWHERE
7648,items,"Acrodermatitis enteropathica",3431,CODED_ELSEWHERE
7648,items,"Idiopathic bile acid malabsorption",7698,CODED_ELSEWHERE
7648,items,"Hereditary megaloblastic anaemia due to transcobalamin deficiency",2344,CODED_ELSEWHERE
7648,items,"Glycogen storage disease due to GLUT2 deficiency",3255,CODED_ELSEWHERE
7648,items,"Lysinuric protein intolerance",3390,CODED_ELSEWHERE
7648,items,"Haptocorrin deficiency",3411,CODED_ELSEWHERE
7648,items,"Hereditary folate malabsorption",3412,CODED_ELSEWHERE
7648,items,"Vitamin B12 deficiency anaemia due to selective vitamin B12 malabsorption with proteinuria",2352,CODED_ELSEWHERE
7649,items,"Megacystis - microcolon - intestinal hypoperistalsis - hydronephrosis",12321,CODED_ELSEWHERE
7652,items,"Occlusion of small intestine",en1351,INCLUSIONS
7652,items,"Stricture of small intestine",en1352,INCLUSIONS
7652,items,"Diverticular disease of small intestine",en1353,EXCLUSIONS
7652,items,"Crohn disease of small intestine",8152,EXCLUSIONS
7652,items,"hernia involving small intestine",8133,EXCLUSIONS
7652,items,"ischaemic stricture of small intestine",8120,EXCLUSIONS
7652,items,"Paralytic ileus",7669,EXCLUSIONS
7652,items,"Intestinal obstruction of newborn",11146,EXCLUSIONS
7663,items,"Diverticular disease of small intestine",en1354,CODED_ELSEWHERE
7663,items,"Perforation of small intestine",13270,CODED_ELSEWHERE
7663,items,"Endometriosis of small intestine",9544,CODED_ELSEWHERE
7664,items,"Fistula of intestine, site unspecified",en1355,INCLUSIONS
7664,items,"Fistula of duodenum",7561,EXCLUSIONS
7664,items,"Fistula of small intestine to vagina",9926,CODED_ELSEWHERE
7669,items,"Obstructive ileus of small intestine due to impaction",7656,EXCLUSIONS
7669,items,"Gallstone ileus of small intestine",7657,EXCLUSIONS
7672,items,"Noninfectious small intestinal inflammation, erosion, ulcer and ulcer scar",en1356,INCLUSIONS
7672,items,"Crohn disease of small intestine",8152,EXCLUSIONS
7672,items,"Functional diarrhoea",8189,EXCLUSIONS
7672,items,"Noninfectious neonatal diarrhoea",11168,EXCLUSIONS
7674,items,"Simple ulcer of small intestine",en1357,INCLUSIONS
7682,items,"Allergic eosinophilic enteritis",en1358,INCLUSIONS
7689,items,"Enteritis and ulcer of small intestine due to endoscopic procedures",en1359,INCLUSIONS
7693,items,"Gluten-sensitive enteropathy",en1360,INCLUSIONS
7693,items,"Nontropical sprue",en1361,INCLUSIONS
7693,items,"Idiopathic steatorrhoea",en1362,INCLUSIONS
7694,items,"Crohn disease",8150,EXCLUSIONS
7695,items,"Short bowel syndrome",11163,CODED_ELSEWHERE
7695,items,"Amyloidosis of small intestine",3497,CODED_ELSEWHERE
7697,items,"Tropical steatorrhoea",en1363,INCLUSIONS
7698,items,"Lactose intolerance",3402,CODED_ELSEWHERE
7702,items,"Intestinal lymphangiectasia",6796,CODED_ELSEWHERE
7705,items,"Ischaemic vascular disorders of intestine",en1364,EXCLUSIONS
7705,items,"Non-occlusive mesenteric ischaemia",8121,CODED_ELSEWHERE
7705,items,"Segmental arterial mediolysis",6711,CODED_ELSEWHERE
7705,items,"Vascular abnormality of small intestine due to injury or trauma",14547,CODED_ELSEWHERE
7706,items,"Hereditary haemorrhagic telangiectasia",11674,CODED_ELSEWHERE
7709,items,"Portal hypertensive enteropathy",en1365,INCLUSIONS
7709,items,"Duodenal varices",7588,EXCLUSIONS
7711,items,"Adenoma of small intestine",2172,EXCLUSIONS
7711,items,"Adenomatous polyp of small intestine",2172,EXCLUSIONS
7711,items,"Polyposis syndrome",2174,EXCLUSIONS
7712,items,"Solitary juvenile polyp of small intestine",en1366,INCLUSIONS
7712,items,"Solitary Peutz-Jegher polyp of small intestine",en1367,INCLUSIONS
7720,items,"Neoplasms of the appendix",en1368,CODED_ELSEWHERE
7723,items,"Acute appendicitis with free perforation to the abdominal cavity",en1369,INCLUSIONS
7723,items,"acute appendicitis with diffuse peritonitis following rupture or perforation",en1370,INCLUSIONS
7724,items,"Acute appendicitis with contained perforation to a localised abscess",en1371,INCLUSIONS
7729,items,"Appendicitis",7721,EXCLUSIONS
7729,items,"Neoplasms of the appendix",en1372,EXCLUSIONS
7732,items,"Faecalith of appendix",en1373,INCLUSIONS
7732,items,"Stercolith of appendix",en1374,INCLUSIONS
7739,items,"Neoplasms of the large intestine",en1375,CODED_ELSEWHERE
7739,items,"Structural developmental anomalies of large intestine",11752,CODED_ELSEWHERE
7739,items,"Diverticular disease of large intestine",en1376,CODED_ELSEWHERE
7739,items,"Polyposis syndrome",2174,CODED_ELSEWHERE
7740,items,"Paralytic ileus of large intestine",7669,EXCLUSIONS
7744,items,"Impaction of large bowel",en1377,INCLUSIONS
7748,items,"Obstruction of large intestine",7740,EXCLUSIONS
7748,items,"Diverticular disease of large intestine",en1378,EXCLUSIONS
7748,items,"Perforation of large intestine",13271,CODED_ELSEWHERE
7748,items,"Endometriosis of large intestine",9544,CODED_ELSEWHERE
7749,items,"Fistula of large intestine to vagina",9927,CODED_ELSEWHERE
7749,items,"Rectovaginal fistula",9931,CODED_ELSEWHERE
7751,items,"Prolapse of rectal mucosa",en1379,INCLUSIONS
7751,items,"Mucosal prolapse syndrome",en1380,INCLUSIONS
7754,items,"Paralytic ileus of large intestine",7669,CODED_ELSEWHERE
7754,items,"Paralytic ileus of small intestine or colon",7669,CODED_ELSEWHERE
7757,items,"Congenital megacolon",11754,EXCLUSIONS
7757,items,"Hirschsprung disease",11754,EXCLUSIONS
7761,items,"Congenital hypoganglionosis of large intestine",11756,EXCLUSIONS
7764,items,"Erosion of large intestine",en1381,INCLUSIONS
7764,items,"Inflammatory bowel diseases",en1382,EXCLUSIONS
7764,items,"Gastroenteritis or colitis of infectious origin",en1383,EXCLUSIONS
7765,items,"Ulcer in Behcet disease",en1384,INCLUSIONS
7765,items,"Simple ulcer of colon",en1385,INCLUSIONS
7771,items,"Eosinophilic colitis",en1386,INCLUSIONS
7776,items,"Gastroenteritis or colitis of infectious origin",en1387,EXCLUSIONS
7778,items,"Radiation induced colonic ulcer",en1388,INCLUSIONS
7780,items,"Drug-induced proctitis",en1389,INCLUSIONS
7780,items,"Drug-induced colonic ulcer",en1390,INCLUSIONS
7780,items,"Pseudomembranous colitis",15,CODED_ELSEWHERE
7785,items,"Ischaemic vascular disorders of intestine",en1391,EXCLUSIONS
7785,items,"Ischaemic colitis",8122,CODED_ELSEWHERE
7785,items,"Vascular disorders of large intestine due to injury or trauma",14547,CODED_ELSEWHERE
7787,items,"Dieulafoy vascular malformation of large intestine",en1392,INCLUSIONS
7789,items,"Portal hypertensive colonopathy",en1393,INCLUSIONS
7789,items,"Vascular ectasia of large intestine",en1394,INCLUSIONS
7793,items,"Polyposis syndrome",2174,EXCLUSIONS
7793,items,"Malignant neoplasms of colon",1513,EXCLUSIONS
7793,items,"Adenomatous polyp of the colon",2175,CODED_ELSEWHERE
7794,items,"Hyperplastic nodule of large intestine",en1395,INCLUSIONS
7794,items,"Serrated polyp of large intestine",en1396,INCLUSIONS
7795,items,"Crohn disease of large intestine",8154,EXCLUSIONS
7796,items,"Focal lymphoid hyperplasia",en1397,INCLUSIONS
7797,items,"Solitary juvenile polyp of large intestine",en1398,INCLUSIONS
7797,items,"Solitary Peutz-Jegher polyp of large intestine",en1399,INCLUSIONS
7797,items,"PTEN Hamartoma tumour syndrome",2174,EXCLUSIONS
7804,items,"Streptococcal cellulitis of skin",241,EXCLUSIONS
7804,items,"Staphylococcal cellulitis of skin",242,EXCLUSIONS
7805,items,"Abscess of ischiorectal fossa",en1400,INCLUSIONS
7811,items,"Neoplasms of the anal canal",en1401,CODED_ELSEWHERE
7811,items,"Structural developmental anomalies of anal canal",11759,CODED_ELSEWHERE
7812,items,"congenital anomalies of the anal canal",11759,EXCLUSIONS
7812,items,"Anal abscess",7837,EXCLUSIONS
7812,items,"Haemorrhage of anus and rectum",13288,CODED_ELSEWHERE
7812,items,"Crohn disease of anal region",8155,CODED_ELSEWHERE
7812,items,"Open wound of anus",14456,CODED_ELSEWHERE
7820,items,"Ulcer of anus and rectum",en1402,INCLUSIONS
7820,items,"Solitary ulcer of anus",en1403,INCLUSIONS
7820,items,"Stercoral ulcer of anus",en1404,INCLUSIONS
7820,items,"Drug-induced anal ulceration",8860,CODED_ELSEWHERE
7821,items,"Prolapse of anal canal",en1405,INCLUSIONS
7824,items,"varicose veins of anus and rectum",en1406,INCLUSIONS
7824,items,"Haemorrhoids in the puerperium",10539,EXCLUSIONS
7824,items,"Haemorrhoids in pregnancy",10243,EXCLUSIONS
7825,items,"piles",en1407,INCLUSIONS
7826,items,"Haemorrhoids (bleeding) without prolapse outside of anal canal",en1408,INCLUSIONS
7826,items,"Grade/stage I haemorrhoids",en1409,INCLUSIONS
7827,items,"Haemorrhoids (bleeding) that prolapse with straining, but retract spontaneously",en1410,INCLUSIONS
7827,items,"Grade/stage II haemorrhoids",en1411,INCLUSIONS
7828,items,"Haemorrhoids (bleeding) that prolapse with straining, and require manual reduction back inside the anal canal",en1412,INCLUSIONS
7828,items,"Grade/stage III haemorrhoids",en1413,INCLUSIONS
7829,items,"Haemorrhoids (bleeding) with prolapsed tissue that cannot be manually reduced",en1414,INCLUSIONS
7829,items,"Grade/stage IV haemorrhoids",en1415,INCLUSIONS
7831,items,"perianal thrombosis",en1416,INCLUSIONS
7831,items,"Perianal haematoma (nontraumatic)",en1417,INCLUSIONS
7832,items,"skin tags of anus or rectum",en1418,INCLUSIONS
7832,items,"Skin tags of anus",en1419,INCLUSIONS
7835,items,"Anal warts",144,CODED_ELSEWHERE
7835,items,"Primary anal syphilis",83,CODED_ELSEWHERE
7835,items,"Herpes simplex infection of perianal skin or rectum",141,CODED_ELSEWHERE
7835,items,"Gonococcal infection of anus",119,CODED_ELSEWHERE
7835,items,"Infections of the anus or perianal skin",8797,CODED_ELSEWHERE
7835,items,"Tuberculosis of anal canal",179,CODED_ELSEWHERE
7836,items,"abscess of anal and rectal regions with or without fistula",en1420,INCLUSIONS
7836,items,"cellulitis of anal and rectal regions with or without fistula",en1421,INCLUSIONS
7836,items,"Ischiorectal abscess",7805,CODED_ELSEWHERE
7837,items,"Perianal abscess",en1422,INCLUSIONS
7837,items,"Intrasphincteric abscess",7839,EXCLUSIONS
7837,items,"Streptococcal cellulitis of skin",241,EXCLUSIONS
7837,items,"Staphylococcal cellulitis of skin",242,EXCLUSIONS
7850,items,"Crohn disease of anal region",8155,CODED_ELSEWHERE
7850,items,"Anal pruritus",8796,CODED_ELSEWHERE
7850,items,"Foreign body in anus or rectum",15673,CODED_ELSEWHERE
7855,items,"Unspecified jaundice",13248,EXCLUSIONS
7855,items,"Neoplasms of the liver",en1423,CODED_ELSEWHERE
7855,items,"Structural developmental anomalies of liver",11772,CODED_ELSEWHERE
7855,items,"Metabolic or transporter liver disease",3486,CODED_ELSEWHERE
7855,items,"Viral hepatitis",en1424,CODED_ELSEWHERE
7856,items,"Infections due to Hepatitis virus",en1425,EXCLUSIONS
7856,items,"Dengue",en1426,CODED_ELSEWHERE
7856,items,"Yellow fever",541,CODED_ELSEWHERE
7856,items,"Cytomegaloviral hepatitis",599,CODED_ELSEWHERE
7856,items,"Hepatitis due to Toxoplasma gondii",877,CODED_ELSEWHERE
7856,items,"Herpes simplex hepatitis",707,CODED_ELSEWHERE
7857,items,"pylephlebitis without liver abscess",7931,EXCLUSIONS
7857,items,"Amoebic liver abscess",61,CODED_ELSEWHERE
7860,items,"Acute hepatitis with hepatic failure",en1427,INCLUSIONS
7860,items,"Fulminant hepatitis with hepatic failure",en1428,INCLUSIONS
7860,items,"Chronic viral hepatitis",640,EXCLUSIONS
7860,items,"Alcoholic hepatitis",7880,EXCLUSIONS
7860,items,"Alcoholic cirrhosis of liver with hepatic encephalopathy",7885,EXCLUSIONS
7860,items,"Hepatic failure complicating abortion, ectopic or molar pregnancy",en1429,EXCLUSIONS
7860,items,"Hepatic failure complicating pregnancy, childbirth and the puerperium",en1430,EXCLUSIONS
7860,items,"Icterus of fetus and newborn",10929,EXCLUSIONS
7860,items,"Non-alcoholic fatty liver disease with hepatic encephalopathy",7864,EXCLUSIONS
7860,items,"Chronic hepatic failure due to portosystemic shunt",7927,EXCLUSIONS
7860,items,"Drug-induced or toxic liver disease",7888,EXCLUSIONS
7860,items,"Hepatic encephalopathy",7921,EXCLUSIONS
7864,items,"NAFLD associated with metabolic disorders attributable to over-nutrition",en1431,INCLUSIONS
7864,items,"Reye syndrome",5342,EXCLUSIONS
7864,items,"Acute fatty liver of pregnancy",10263,EXCLUSIONS
7864,items,"Drug-induced or toxic liver disease",7888,EXCLUSIONS
7864,items,"Chronic hepatitis C",645,EXCLUSIONS
7864,items,"Alcoholic liver disease",7878,EXCLUSIONS
7864,items,"inherited defects in mitochondrial metabolism",3284,EXCLUSIONS
7869,items,"Drug-induced or toxic liver disease with fibrosis or cirrhosis of liver",7904,EXCLUSIONS
7869,items,"Alcoholic cirrhosis of liver without hepatitis",7885,EXCLUSIONS
7869,items,"Alcoholic liver fibrosis",7884,EXCLUSIONS
7869,items,"Fibropolycystic liver disease",11773,EXCLUSIONS
7869,items,"Congenital hepatic fibrosis",11773,EXCLUSIONS
7869,items,"Chronic viral hepatitis with cirrhosis",640,EXCLUSIONS
7869,items,"Non-alcoholic steatohepatitis",7866,EXCLUSIONS
7869,items,"Non-alcoholic fatty liver disease",7864,EXCLUSIONS
7869,items,"Cardiac cirrhosis",7942,EXCLUSIONS
7870,items,"Hepatic sclerosis",en1432,INCLUSIONS
7870,items,"Hepatic fibrosis with hepatic sclerosis",en1433,INCLUSIONS
7870,items,"Hepatic fibrosis due to Schistosomiasis without portal hypertension",en1434,INCLUSIONS
7871,items,"Alcoholic cirrhosis of liver without hepatitis",7885,EXCLUSIONS
7872,items,"Secondary biliary cirrhosis",en1435,INCLUSIONS
7872,items,"Biliary cirrhosis, unspecified",en1436,INCLUSIONS
7872,items,"cryptogenic cirrhosis of liver",en1437,INCLUSIONS
7872,items,"macronodular cirrhosis of liver",en1438,INCLUSIONS
7872,items,"micronodular cirrhosis of liver",en1439,INCLUSIONS
7872,items,"mixed type cirrhosis of liver",en1440,INCLUSIONS
7872,items,"portal cirrhosis of liver",en1441,INCLUSIONS
7872,items,"postnecrotic cirrhosis of liver",en1442,INCLUSIONS
7872,items,"Joubert syndrome with hepatic defect",12145,CODED_ELSEWHERE
7872,items,"Cardiac postprocedural cirrhosis of liver",6830,CODED_ELSEWHERE
7874,items,"Indian childhood cirrhosis",en1443,INCLUSIONS
7874,items,"Tyrolean infantile cirrhosis",en1444,INCLUSIONS
7874,items,"Idiopathic copper toxicosis",en1445,INCLUSIONS
7884,items,"Alcoholic sclerosis of liver",en1446,INCLUSIONS
7885,items,"Alcoholic hepatitis with cirrhosis",7881,EXCLUSIONS
7888,items,"Budd-Chiari syndrome",7933,EXCLUSIONS
7888,items,"Alcoholic liver disease",7878,EXCLUSIONS
7895,items,"Cholestasis with hepatocyte injury",en1447,INCLUSIONS
7895,items,"'Pure' cholestasis",en1448,INCLUSIONS
7911,items,"chronic nonsuppurative destructive cholangitis",en1449,INCLUSIONS
7911,items,"Hepatic fibrosis or cirrhosis",7869,EXCLUSIONS
7911,items,"Alcoholic cirrhosis of liver without hepatitis",7885,EXCLUSIONS
7911,items,"Primary sclerosing cholangitis",7915,EXCLUSIONS
7921,items,"Nonspecific reactive hepatitis",en1450,INCLUSIONS
7921,items,"Drug-induced or toxic liver disease",7888,EXCLUSIONS
7921,items,"Acute viral hepatitis",632,EXCLUSIONS
7921,items,"Acute or subacute hepatic failure",7860,EXCLUSIONS
7921,items,"Chronic viral hepatitis",640,EXCLUSIONS
7921,items,"Infectious liver disease",7856,EXCLUSIONS
7921,items,"Phlebitis of portal vein",7931,EXCLUSIONS
7921,items,"Hepatic sarcoidosis",2836,CODED_ELSEWHERE
7927,items,"Hereditary haemorrhagic telangiectasia",11674,CODED_ELSEWHERE
7929,items,"Hepatic angiomatosis",en1451,INCLUSIONS
7931,items,"Phlebitis of portal vein",en1452,INCLUSIONS
7934,items,"Budd-Chiari syndrome",7933,EXCLUSIONS
7934,items,"Hepatic veno-occlusive disease - immunodeficiency",2647,EXCLUSIONS
7942,items,"Hepatic veno-occlusive disease",7934,EXCLUSIONS
7942,items,"Budd-Chiari syndrome",7933,EXCLUSIONS
7944,items,"Hepatic haemorrhage due to hepatocellular carcinoma",1570,EXCLUSIONS
7945,items,"Ischaemic hepatitis",en1453,INCLUSIONS
7948,items,"cystic disease of liver (congenital)",11773,EXCLUSIONS
7948,items,"hepatic vein thrombosis",6740,EXCLUSIONS
7948,items,"toxic liver disease",7888,EXCLUSIONS
7948,items,"hepatomegaly NOS",13245,EXCLUSIONS
7948,items,"portal vein thrombosis",7931,EXCLUSIONS
7948,items,"amyloid degeneration of liver",3497,EXCLUSIONS
7948,items,"alcoholic liver disease",7878,EXCLUSIONS
7948,items,"Liver disorders in pregnancy, childbirth or the puerperium",10263,CODED_ELSEWHERE
7948,items,"Cirrhotic cardiomyopathy",6510,CODED_ELSEWHERE
7950,items,"Simple cyst of liver",en1454,INCLUSIONS
7950,items,"Multiple cyst of liver",en1455,INCLUSIONS
7954,items,"Hepatorenal syndrome following labour or delivery",10564,EXCLUSIONS
7957,items,"Chronic liver disease",7949,EXCLUSIONS
7966,items,"Neoplasms of the gallbladder or biliary tract",en1456,CODED_ELSEWHERE
7966,items,"Structural developmental anomalies of gallbladder",11776,CODED_ELSEWHERE
7966,items,"Structural developmental anomalies of bile ducts",11780,CODED_ELSEWHERE
7966,items,"Structural developmental anomalies of gallbladder or bile ducts",11788,CODED_ELSEWHERE
7967,items,"Congenital anomalies of gall bladder and bile ducts",11771,EXCLUSIONS
7967,items,"Perforation of cystic duct",13272,CODED_ELSEWHERE
7967,items,"Perforation of gallbladder",13273,CODED_ELSEWHERE
7967,items,"Perforation of bile duct",13274,CODED_ELSEWHERE
7967,items,"Perforation of gallbladder or bile ducts",13275,CODED_ELSEWHERE
7968,items,"occlusion of cystic duct or gallbladder without calculus",en1457,INCLUSIONS
7968,items,"stenosis of cystic duct or gallbladder without calculus",en1458,INCLUSIONS
7968,items,"stricture of cystic duct or gallbladder without calculus",en1459,INCLUSIONS
7968,items,"Obstruction of gall bladder and bile ducts: with cholelithiasis",7980,EXCLUSIONS
7971,items,"Occlusion of bile duct without calculus",en1460,INCLUSIONS
7971,items,"Stenosis of bile duct without calculus",en1461,INCLUSIONS
7971,items,"Stricture of bile duct without calculus",en1462,INCLUSIONS
7971,items,"with cholelithiasis",7980,EXCLUSIONS
7974,items,"Mucocele of gallbladder",en1463,INCLUSIONS
7976,items,"Cholesterol polyps",en1464,INCLUSIONS
7976,items,"Adenoma of gallbladder",2178,EXCLUSIONS
7977,items,"Strawberry gallbladder",en1465,INCLUSIONS
7981,items,"Cholecystolithiasis with calculus",en1466,INCLUSIONS
7982,items,"calculus of gallbladder with chronic cholecystitis and cholangitis",en1467,INCLUSIONS
7982,items,"cholecystolithiasis with chronic cholecystitis",en1468,INCLUSIONS
7982,items,"cholelithiasis with chronic cholecystitis",en1469,INCLUSIONS
7982,items,"impacted gallstone of cystic duct with cholecystitis",en1470,INCLUSIONS
7982,items,"impacted gallstone of gall bladder with cholecystitis",en1471,INCLUSIONS
7984,items,"cholecystolithiasis unspecified or without cholecystitis",en1472,INCLUSIONS
7984,items,"cholelithiasis unspecified or without cholecystitis",en1473,INCLUSIONS
7984,items,"Cholecystolithiasis unspecified or without cholecystitis or cholangitis",en1474,INCLUSIONS
7984,items,"Cholelithiasis unspecified or without cholecystitis or cholangitis",en1475,INCLUSIONS
7985,items,"Choledocholithiais with cholangitis",en1476,INCLUSIONS
7985,items,"Gallstone of common duct with cholangitis",en1477,INCLUSIONS
7985,items,"Gallstone of hepatic duct with cholangitis",en1478,INCLUSIONS
7985,items,"Gallstone with infectious cholangitis",en1479,INCLUSIONS
7986,items,"Choledocholithiasis with cholecystitis",en1480,INCLUSIONS
7986,items,"Gallstone of common duct with cholecystitis",en1481,INCLUSIONS
7986,items,"Gallstone of hepatic duct with cholecystitis",en1482,INCLUSIONS
7987,items,"Choledocholithiasis unspecified or without cholangitis or cholecystitis",en1483,INCLUSIONS
7991,items,"Cholelithiasis",7980,EXCLUSIONS
7992,items,"Abscess of gallbladder without calculus",en1484,INCLUSIONS
7992,items,"Angiocholecystitis without calculus",en1485,INCLUSIONS
7992,items,"Empyema of gallbladder without calculus",en1486,INCLUSIONS
7992,items,"Gangrene of gallbladder without calculus",en1487,INCLUSIONS
7992,items,"Acute acalculous cholecystitis",en1488,INCLUSIONS
7996,items,"Chronic acalculous cholecystitis",en1489,INCLUSIONS
7996,items,"Porcelain gallbladder",en1490,INCLUSIONS
7996,items,"Xanthogranulomatous cholecystitis",en1491,INCLUSIONS
7996,items,"Nonfunctioning gallbladder",en1492,INCLUSIONS
7999,items,"chronic nonsuppurative destructive cholangitis",7911,EXCLUSIONS
7999,items,"cholangitis with cholelithiasis",7985,EXCLUSIONS
7999,items,"Primary sclerosing cholangitis",7915,EXCLUSIONS
8000,items,"Vascular and motility disorders of gallbladder and bile ducts",en1493,INCLUSIONS
8000,items,"Neoplasms of the gallbladder or biliary tract",en1494,EXCLUSIONS
8001,items,"Haemobilia",en1495,INCLUSIONS
8003,items,"Spasm of sphincter of Oddi",en1496,INCLUSIONS
8003,items,"Dysfunction of sphincter of Oddi",en1497,INCLUSIONS
8003,items,"Malfunctioning of sphincter of Oddi",en1498,INCLUSIONS
8009,items,"Neoplasms of pancreas",en1499,CODED_ELSEWHERE
8009,items,"Structural developmental anomalies of pancreas",11790,CODED_ELSEWHERE
8011,items,"Congenital pancreatic cyst",11797,CODED_ELSEWHERE
8015,items,"Cytomegaloviral pancreatitis",600,CODED_ELSEWHERE
8015,items,"Pancreatitis due to mumps virus",591,CODED_ELSEWHERE
8018,items,"Gallstone pancreatitis",en1500,INCLUSIONS
8024,items,"Cystic fibrosis of pancreas with pancreatic insufficiency",8010,EXCLUSIONS
8024,items,"Pancreatic steatorrhoea",8038,EXCLUSIONS
8042,items,"Neoplasms of peritoneum or retroperitoneum",en1501,CODED_ELSEWHERE
8043,items,"Female pelvic peritonitis, unspecified",9524,EXCLUSIONS
8043,items,"peritonitis with or following: abortion or ectopic or molar pregnancy",10170,EXCLUSIONS
8043,items,"puerperal peritonitis",10529,EXCLUSIONS
8043,items,"Neonatal peritonitis",11167,EXCLUSIONS
8043,items,"peritonitis with or following diverticular disease of small intestine",en1502,EXCLUSIONS
8043,items,"peritonitis with or following diverticular disease of large intestine",en1503,EXCLUSIONS
8043,items,"periodic familial peritonitis",3501,EXCLUSIONS
8047,items,"Female pelvic peritonitis, unspecified",9524,EXCLUSIONS
8047,items,"Acute appendicitis with generalised peritonitis",7723,EXCLUSIONS
8047,items,"Neonatal peritonitis",11167,EXCLUSIONS
8047,items,"Acute appendicitis with localised peritonitis",7724,EXCLUSIONS
8047,items,"Genital tract or pelvic infection following abortion, ectopic or molar pregnancy",10170,EXCLUSIONS
8047,items,"Puerperal sepsis",10529,EXCLUSIONS
8047,items,"Diverticular disease of small intestine",en1504,EXCLUSIONS
8047,items,"Diverticular disease of large intestine",en1505,EXCLUSIONS
8049,items,"Mesenteric peritonitis due to fat necrosis",en1506,INCLUSIONS
8049,items,"Mesenteric peritonitis due to saponification",en1507,INCLUSIONS
8057,items,"Ascites",13223,EXCLUSIONS
8059,items,"Adhesions of large intestine with obstruction",7743,EXCLUSIONS
8059,items,"Postprocedural pelvic peritoneal adhesions",10026,EXCLUSIONS
8059,items,"Intestinal adhesions or bands of small intestine with obstruction",7655,EXCLUSIONS
8060,items,"traumatic retroperitoneal haemorrhage or haematoma",14679,EXCLUSIONS
8062,items,"Gastric diverticulum",7497,EXCLUSIONS
8062,items,"Diverticulum of oesophagus, acquired",7417,EXCLUSIONS
8062,items,"Meckel diverticulum",11744,EXCLUSIONS
8063,items,"Meckel diverticulum",11744,EXCLUSIONS
8063,items,"Diverticulum of duodenum, with complication",7560,CODED_ELSEWHERE
8079,items,"Diverticular disease of small and large intestine",8095,EXCLUSIONS
8113,items,"necrotizing enterocolitis of fetus or newborn",11154,EXCLUSIONS
8113,items,"Angiodysplasia of colon",7786,CODED_ELSEWHERE
8114,items,"subacute ischaemic colitis",en1508,INCLUSIONS
8114,items,"Non-occlusive mesenteric ischaemia",8121,CODED_ELSEWHERE
8120,items,"Ischaemic stricture of intestine",en1509,INCLUSIONS
8121,items,"chronic mesenteric ischaemia",en1510,INCLUSIONS
8121,items,"mesenteric arteriosclerosis",en1511,INCLUSIONS
8121,items,"mesenteric artery syndrome",en1512,INCLUSIONS
8121,items,"Acute non-occlusive mesenteric arterial ischaemia",8116,CODED_ELSEWHERE
8122,items,"Fulminant ischaemic colitis",en1513,INCLUSIONS
8122,items,"Chronic ischaemic colitis",en1514,INCLUSIONS
8122,items,"Acute ischaemic colitis",en1515,INCLUSIONS
8131,items,"paraoesophageal hernia",en1516,INCLUSIONS
8131,items,"Congenital diaphragmatic hernia",11708,EXCLUSIONS
8131,items,"Congenital hiatus hernia",11738,EXCLUSIONS
8134,items,"congenital malpositioning of the intestine",11767,EXCLUSIONS
8140,items,"bubonocele",en1517,INCLUSIONS
